number,llb,lub,value
384,3500000,4500000,0.17061341211788705
385,4000000,4500000,-0.24325936311903096
386,3500000,4000000,0.4492099532583502
387,3000000,3500000,0.08806142201069916
388,3500000,4000000,0.4492099532583502
389,3500000,4000000,0.4492099532583502
390,3500000,4000000,0.4492099532583502
391,3500000,4000000,0.4492099532583502
392,3000000,4500000,0.2673906833312623
393,4000000,4500000,-0.24325936311903096
394,3500000,4000000,0.4492099532583502
395,3500000,4000000,0.4492099532583502
396,3500000,4000000,0.4492099532583502
397,4500000,5000000,-1.5292285877957612
398,3500000,4000000,0.4492099532583502
399,4000000,4500000,-0.24325936311903096
400,3000000,5500000,-0.1079364228775094
401,3500000,4000000,0.4492099532583502
402,3500000,4000000,0.4492099532583502
403,3500000,4000000,0.4492099532583502
404,4000000,4500000,-0.24325936311903096
405,3500000,4000000,0.4492099532583502
406,3500000,4000000,0.4492099532583502
407,3500000,4000000,0.4492099532583502
408,3000000,3500000,0.08806142201069916
409,3500000,4000000,0.4492099532583502
410,3500000,4000000,0.4492099532583502
411,3500000,4000000,0.4492099532583502
412,3000000,3500000,0.08806142201069916
413,4000000,4500000,-0.24325936311903096
414,3500000,4000000,0.4492099532583502
415,3500000,4000000,0.4492099532583502
416,3500000,4000000,0.4492099532583502
417,3000000,3500000,0.08806142201069916
418,3500000,4000000,0.4492099532583502
419,3500000,4000000,0.4492099532583502
420,3500000,4000000,0.4492099532583502
421,4000000,5000000,-0.8136247245683391
422,3500000,4000000,0.4492099532583502
423,3500000,4000000,0.4492099532583502
424,4000000,6000000,-0.6734705935526302
425,3500000,4000000,0.4492099532583502
426,3500000,4000000,0.4492099532583502
427,3500000,4000000,0.4492099532583502
428,3000000,3500000,0.08806142201069916
429,3500000,4000000,0.4492099532583502
430,4000000,7000000,-0.6488043902624544
431,3500000,4000000,0.4492099532583502
432,3500000,4000000,0.4492099532583502
433,3500000,4000000,0.4492099532583502
434,4000000,4500000,-0.24325936311903096
435,3000000,3500000,0.08806142201069916
436,3500000,4000000,0.4492099532583502
437,3500000,4000000,0.4492099532583502
438,3500000,4000000,0.4492099532583502
439,3500000,4000000,0.4492099532583502
440,3000000,3500000,0.08806142201069916
441,3500000,4000000,0.4492099532583502
442,3500000,4000000,0.4492099532583502
443,4000000,4500000,-0.24325936311903096
444,3500000,4000000,0.4492099532583502
445,3500000,4000000,0.4492099532583502
446,3500000,4000000,0.4492099532583502
447,3500000,4000000,0.4492099532583502
448,3000000,3500000,0.08806142201069916
449,3500000,6000000,-0.2861923617595272
450,3500000,4000000,0.4492099532583502
451,1000000,1500000,-0.39483164669444476
452,4000000,5000000,-0.8136247245683391
453,3500000,4000000,0.4492099532583502
454,3500000,4000000,0.4492099532583502
455,3000000,3500000,0.08806142201069916
456,3500000,4000000,0.4492099532583502
457,3500000,4000000,0.4492099532583502
458,4000000,4500000,-0.24325936311903096
459,3000000,3500000,0.08806142201069916
460,3500000,4000000,0.4492099532583502
461,3500000,4000000,0.4492099532583502
462,3500000,4000000,0.4492099532583502
463,4000000,4500000,-0.24325936311903096
464,3500000,4000000,0.4492099532583502
465,3500000,4000000,0.4492099532583502
466,3000000,4500000,0.2673906833312623
467,3500000,4000000,0.4492099532583502
468,3500000,4000000,0.4492099532583502
469,3000000,3500000,0.08806142201069916
470,4000000,4500000,-0.24325936311903096
471,3500000,4000000,0.4492099532583502
472,3500000,4000000,0.4492099532583502
473,3500000,4000000,0.4492099532583502
474,3500000,4000000,0.4492099532583502
475,4000000,4500000,-0.24325936311903096
476,1500000,2000000,-0.9379808076536513
477,3500000,4000000,0.4492099532583502
478,3500000,4000000,0.4492099532583502
479,3000000,3500000,0.08806142201069916
480,3500000,4000000,0.4492099532583502
481,3500000,4000000,0.4492099532583502
482,2000000,2500000,-0.7167874355196043
483,6000000,6500000,-0.538568136010692
484,3500000,4500000,0.17061341211788705
485,3500000,4000000,0.4492099532583502
486,3000000,6000000,-0.030986916064056954
487,3500000,4000000,0.4492099532583502
488,4000000,4500000,-0.24325936311903096
489,3500000,4000000,0.4492099532583502
490,3500000,4000000,0.4492099532583502
491,3500000,4000000,0.4492099532583502
492,3500000,4000000,0.4492099532583502
493,3500000,4000000,0.4492099532583502
494,3000000,3500000,0.08806142201069916
495,4000000,4500000,-0.24325936311903096
496,3500000,4000000,0.4492099532583502
497,3500000,4000000,0.4492099532583502
498,3500000,4000000,0.4492099532583502
499,4000000,4500000,-0.24325936311903096
500,3500000,4000000,0.4492099532583502
501,3000000,3500000,0.08806142201069916
502,3500000,4000000,0.4492099532583502
503,4000000,4500000,-0.24325936311903096
504,3500000,4000000,0.4492099532583502
505,3500000,4000000,0.4492099532583502
506,3500000,4000000,0.4492099532583502
507,3500000,4500000,0.17061341211788705
508,3000000,3500000,0.08806142201069916
509,3500000,4000000,0.4492099532583502
510,3500000,4000000,0.4492099532583502
511,3500000,4000000,0.4492099532583502
512,4500000,5000000,-1.5292285877957612
513,4000000,4500000,-0.24325936311903096
514,3500000,4000000,0.4492099532583502
515,4000000,4500000,-0.24325936311903096
516,3500000,4000000,0.4492099532583502
517,3500000,4000000,0.4492099532583502
518,3000000,3500000,0.08806142201069916
519,3500000,4000000,0.4492099532583502
520,6500000,7000000,-0.7649168723368689
521,3500000,4000000,0.4492099532583502
522,3500000,4000000,0.4492099532583502
523,3000000,3500000,0.08806142201069916
524,3500000,4000000,0.4492099532583502
525,3500000,4000000,0.4492099532583502
526,3500000,4000000,0.4492099532583502
527,3500000,5000000,-0.3280646601495048
528,3000000,3500000,0.08806142201069916
529,4000000,4500000,-0.24325936311903096
530,3500000,4000000,0.4492099532583502
531,5000000,5500000,-0.834453876959427
532,3500000,4000000,0.4492099532583502
533,3500000,4000000,0.4492099532583502
534,3500000,4000000,0.4492099532583502
535,4000000,4500000,-0.24325936311903096
536,3000000,3500000,0.08806142201069916
537,3500000,4000000,0.4492099532583502
538,3500000,4000000,0.4492099532583502
539,3500000,4000000,0.4492099532583502
540,3500000,4000000,0.4492099532583502
541,4000000,4500000,-0.24325936311903096
542,3500000,4000000,0.4492099532583502
543,3500000,4000000,0.4492099532583502
544,3000000,3500000,0.08806142201069916
545,3500000,4000000,0.4492099532583502
546,3500000,4000000,0.4492099532583502
547,3500000,4000000,0.4492099532583502
548,4000000,6000000,-0.6734705935526302
549,2500000,3000000,-0.5222699908822698
550,3500000,4000000,0.4492099532583502
551,3500000,4000000,0.4492099532583502
552,3500000,4500000,0.17061341211788705
553,3000000,5500000,-0.1079364228775094
554,3500000,4000000,0.4492099532583502
555,3500000,4000000,0.4492099532583502
556,4000000,4500000,-0.24325936311903096
557,3000000,3500000,0.08806142201069916
558,3500000,4000000,0.4492099532583502
559,4000000,4500000,-0.24325936311903096
560,3500000,4000000,0.4492099532583502
561,3500000,4000000,0.4492099532583502
562,3500000,4000000,0.4492099532583502
563,3500000,4000000,0.4492099532583502
564,3000000,3500000,0.08806142201069916
565,3500000,4000000,0.4492099532583502
566,3500000,4000000,0.4492099532583502
567,3500000,4000000,0.4492099532583502
568,3000000,3500000,0.08806142201069916
569,3500000,4000000,0.4492099532583502
570,4000000,4500000,-0.24325936311903096
571,3500000,4000000,0.4492099532583502
572,3500000,4000000,0.4492099532583502
573,4000000,4500000,-0.24325936311903096
574,3500000,4000000,0.4492099532583502
575,3500000,4000000,0.4492099532583502
576,3500000,4000000,0.4492099532583502
577,3000000,3500000,0.08806142201069916
578,3500000,4000000,0.4492099532583502
579,3500000,4000000,0.4492099532583502
580,4000000,4500000,-0.24325936311903096
581,3000000,3500000,0.08806142201069916
582,3500000,4000000,0.4492099532583502
583,3500000,4000000,0.4492099532583502
584,3500000,4000000,0.4492099532583502
585,4000000,4500000,-0.24325936311903096
586,3500000,4000000,0.4492099532583502
587,3500000,4000000,0.4492099532583502
588,3000000,3500000,0.08806142201069916
589,3500000,4000000,0.4492099532583502
590,3500000,4000000,0.4492099532583502
591,3500000,4000000,0.4492099532583502
592,3500000,4000000,0.4492099532583502
593,4000000,4500000,-0.24325936311903096
594,3500000,4000000,0.4492099532583502
595,5500000,6000000,-0.18579653761062442
596,3000000,5000000,-0.060102423201701824
597,3500000,4000000,0.4492099532583502
598,3500000,4000000,0.4492099532583502
599,3500000,4500000,0.17061341211788705
600,4000000,4500000,-0.24325936311903096
601,3500000,4000000,0.4492099532583502
602,3500000,5000000,-0.3280646601495048
603,3000000,3500000,0.08806142201069916
604,3500000,4000000,0.4492099532583502
605,3500000,4000000,0.4492099532583502
606,3500000,4000000,0.4492099532583502
607,4000000,4500000,-0.24325936311903096
608,3500000,4000000,0.4492099532583502
609,3500000,4000000,0.4492099532583502
610,3000000,3500000,0.08806142201069916
611,7000000,7500000,0.3874693752706034
612,3500000,4000000,0.4492099532583502
613,4000000,4500000,-0.24325936311903096
614,3500000,4000000,0.4492099532583502
615,3500000,4000000,0.4492099532583502
616,3000000,6000000,-0.030986916064056954
617,3500000,4000000,0.4492099532583502
618,3500000,4000000,0.4492099532583502
619,4000000,4500000,-0.24325936311903096
620,3500000,4000000,0.4492099532583502
621,3500000,4000000,0.4492099532583502
622,3000000,4000000,0.39378203715011234
623,3500000,4000000,0.4492099532583502
624,3500000,4000000,0.4492099532583502
625,3500000,4000000,0.4492099532583502
626,3000000,3500000,0.08806142201069916
627,4000000,4500000,-0.24325936311903096
628,3500000,4000000,0.4492099532583502
629,3500000,4000000,0.4492099532583502
630,3500000,4000000,0.4492099532583502
631,3500000,4000000,0.4492099532583502
632,3500000,4000000,0.4492099532583502
633,4000000,4500000,-0.24325936311903096
634,3500000,4000000,0.4492099532583502
635,3500000,4000000,0.4492099532583502
636,3000000,3500000,0.08806142201069916
637,3500000,4000000,0.4492099532583502
638,3500000,4000000,0.4492099532583502
639,4000000,4500000,-0.24325936311903096
640,3000000,3500000,0.08806142201069916
641,3500000,4000000,0.4492099532583502
642,3500000,4000000,0.4492099532583502
643,3500000,6000000,-0.2861923617595272
644,3500000,4000000,0.4492099532583502
645,3500000,4000000,0.4492099532583502
646,3500000,4000000,0.4492099532583502
647,4000000,6000000,-0.6734705935526302
648,3000000,3500000,0.08806142201069916
649,3500000,4000000,0.4492099532583502
650,3500000,4000000,0.4492099532583502
651,4000000,4500000,-0.24325936311903096
652,3500000,4000000,0.4492099532583502
653,3500000,4000000,0.4492099532583502
654,3500000,4000000,0.4492099532583502
655,3500000,4000000,0.4492099532583502
656,3000000,3500000,0.08806142201069916
657,3500000,4000000,0.4492099532583502
658,3500000,4000000,0.4492099532583502
659,4000000,4500000,-0.24325936311903096
660,3500000,4000000,0.4492099532583502
661,3000000,3500000,0.08806142201069916
662,3500000,4000000,0.4492099532583502
663,3500000,4000000,0.4492099532583502
664,4000000,4500000,-0.24325936311903096
665,3000000,3500000,0.08806142201069916
666,3500000,4000000,0.4492099532583502
667,3500000,4000000,0.4492099532583502
668,3500000,4000000,0.4492099532583502
669,2000000,2500000,-0.7167874355196043
670,3500000,4000000,0.4492099532583502
671,4000000,4500000,-0.24325936311903096
672,3500000,4000000,0.4492099532583502
673,3500000,4000000,0.4492099532583502
674,3500000,5000000,-0.3280646601495048
675,2500000,3000000,-0.5222699908822698
676,3500000,4500000,0.17061341211788705
677,3000000,3500000,0.08806142201069916
678,3500000,4000000,0.4492099532583502
679,3500000,4000000,0.4492099532583502
680,3500000,4000000,0.4492099532583502
681,3000000,3500000,0.08806142201069916
682,4000000,4500000,-0.24325936311903096
683,3500000,4000000,0.4492099532583502
684,3500000,4000000,0.4492099532583502
685,4000000,4500000,-0.24325936311903096
686,4500000,5000000,-1.5292285877957612
687,3500000,4000000,0.4492099532583502
688,3500000,4000000,0.4492099532583502
689,3500000,4500000,0.17061341211788705
690,3000000,3500000,0.08806142201069916
691,3500000,4000000,0.4492099532583502
692,4000000,4500000,-0.24325936311903096
693,3500000,4000000,0.4492099532583502
694,3500000,4000000,0.4492099532583502
695,3500000,4000000,0.4492099532583502
696,3500000,4000000,0.4492099532583502
697,3000000,3500000,0.08806142201069916
698,3500000,4000000,0.4492099532583502
699,3500000,4000000,0.4492099532583502
700,4000000,4500000,-0.24325936311903096
701,3500000,4000000,0.4492099532583502
702,3500000,4000000,0.4492099532583502
703,3500000,4000000,0.4492099532583502
704,3500000,4000000,0.4492099532583502
705,4000000,4500000,-0.24325936311903096
706,3000000,3500000,0.08806142201069916
707,3500000,4000000,0.4492099532583502
708,3500000,4000000,0.4492099532583502
709,3500000,4000000,0.4492099532583502
710,3500000,4000000,0.4492099532583502
711,3000000,3500000,0.08806142201069916
712,6500000,7000000,-0.7649168723368689
713,4000000,4500000,-0.24325936311903096
714,3500000,4000000,0.4492099532583502
715,3500000,4000000,0.4492099532583502
716,3000000,3500000,0.08806142201069916
717,3500000,4000000,0.4492099532583502
718,3500000,4000000,0.4492099532583502
719,3500000,4000000,0.4492099532583502
720,4000000,4500000,-0.24325936311903096
721,3500000,4000000,0.4492099532583502
722,3500000,4000000,0.4492099532583502
723,3500000,4000000,0.4492099532583502
724,3000000,4500000,0.2673906833312623
