start-date,curr-date,tickersymbol,amt,close,unrealized-asset
2019-01-02,2019-01-02,ACV,200,88.3,59989.404
2019-01-02,2019-01-03,ACV,200,86.8,59689.404
2019-01-02,2019-01-04,ACV,200,85.4,59409.404
2019-01-02,2019-01-07,ACV,200,85.5,59429.404
2019-01-02,2019-01-08,ACV,200,87.8,59889.404
2019-01-08,2019-01-08,VNG,900,20.3,59989.038
2019-01-02,2019-01-09,ACV,200,88.0,59929.404
2019-01-08,2019-01-09,VNG,900,20.4,60079.038
2019-01-02,2019-01-10,ACV,200,87.8,59889.404
2019-01-08,2019-01-10,VNG,900,20.3,59989.038
2019-01-10,2019-01-10,VNG,900,20.3,59989.038
2019-01-02,2019-01-11,ACV,200,89.3,60189.404
2019-01-08,2019-01-11,VNG,900,20.3,59989.038
2019-01-10,2019-01-11,VNG,900,20.3,59989.038
2019-01-02,2019-01-14,ACV,200,88.4,60009.404
2019-01-14,2019-01-14,ACV,200,88.4,59989.392
2019-01-08,2019-01-14,VNG,900,20.2,59899.038
2019-01-10,2019-01-14,VNG,900,20.2,59899.038
2019-01-02,2019-01-15,ACV,200,88.8,60089.404
2019-01-14,2019-01-15,ACV,200,88.8,60069.392
2019-01-08,2019-01-15,VNG,900,20.5,60169.038
2019-01-10,2019-01-15,VNG,900,20.5,60169.038
2019-01-02,2019-01-16,ACV,200,87.8,59889.404
2019-01-14,2019-01-16,ACV,200,87.8,59869.392
2019-01-08,2019-01-16,VNG,900,20.5,60169.038
2019-01-10,2019-01-16,VNG,900,20.5,60169.038
2019-01-16,2019-01-16,VNG,900,20.5,59988.93
2019-01-02,2019-01-17,ACV,200,86.2,59569.404
2019-01-14,2019-01-17,ACV,200,86.2,59549.392
2019-01-08,2019-01-17,VNG,900,20.5,60169.038
2019-01-10,2019-01-17,VNG,900,20.5,60169.038
2019-01-16,2019-01-17,VNG,900,20.5,59988.93
2019-01-02,2019-01-18,ACV,200,85.0,59329.404
2019-01-14,2019-01-18,ACV,200,85.0,59309.392
2019-01-08,2019-01-18,VNG,900,20.7,60349.038
2019-01-10,2019-01-18,VNG,900,20.7,60349.038
2019-01-16,2019-01-18,VNG,900,20.7,60168.93
2019-01-18,2019-01-18,VNG,900,20.7,59988.822
2019-01-02,2019-01-21,ACV,200,86.6,59649.404
2019-01-14,2019-01-21,ACV,200,86.6,59629.392
2019-01-08,2019-01-21,VNG,900,20.7,60349.038
2019-01-10,2019-01-21,VNG,900,20.7,60349.038
2019-01-16,2019-01-21,VNG,900,20.7,60168.93
2019-01-18,2019-01-21,VNG,900,20.7,59988.822
2019-01-21,2019-01-21,VNG,900,20.7,59988.822
2019-01-02,2019-01-22,ACV,200,86.0,59529.404
2019-01-14,2019-01-22,ACV,200,86.0,59509.392
2019-01-08,2019-01-22,VNG,900,20.75,60394.038
2019-01-10,2019-01-22,VNG,900,20.75,60394.038
2019-01-16,2019-01-22,VNG,900,20.75,60213.93
2019-01-18,2019-01-22,VNG,900,20.75,60033.822
2019-01-21,2019-01-22,VNG,900,20.75,60033.822
2019-01-22,2019-01-22,VNG,900,20.75,59988.795
2019-01-02,2019-01-23,ACV,200,83.7,59069.404
2019-01-14,2019-01-23,ACV,200,83.7,59049.392
2019-01-08,2019-01-23,VNG,900,20.85,60484.038
2019-01-10,2019-01-23,VNG,900,20.85,60484.038
2019-01-16,2019-01-23,VNG,900,20.85,60303.93
2019-01-18,2019-01-23,VNG,900,20.85,60123.822
2019-01-21,2019-01-23,VNG,900,20.85,60123.822
2019-01-22,2019-01-23,VNG,900,20.85,60078.795
2019-01-23,2019-01-23,VNG,900,20.85,59988.741
2019-01-02,2019-01-24,ACV,200,84.5,59229.404
2019-01-14,2019-01-24,ACV,200,84.5,59209.392
