number,llb,lub,value
706,3000000,6000000,-0.38413624852634864
707,6500000,8500000,0.34297682467220414
708,2000000,2500000,-0.5252961577583879
709,2500000,5500000,-0.5590058615121102
710,1500000,3000000,-0.43635544770463963
711,4000000,5500000,-1.5355401182079182
712,5500000,8500000,-0.29060648749588325
713,5500000,6500000,-1.337431255511926
714,4000000,5000000,-2.1635841604424875
715,6000000,6500000,-3.293050174244369
716,4000000,4500000,-1.0814353844897255
717,7000000,8000000,-0.3977561188860014
718,3500000,4000000,0.46698038722330926
719,3500000,4500000,-0.19739558204442437
720,1000000,2000000,-0.07132700984268094
721,1000000,4000000,0.10242910222513311
722,5500000,6000000,0.5267893990477353
723,3000000,6000000,-0.38413624852634864
724,3000000,5000000,-0.6583379149754192
725,3000000,4500000,0.0765210802155034
726,1500000,2000000,-0.2124103301651178
727,3000000,4000000,0.3969786746660265
728,4000000,6500000,-1.5213279554585992
729,3000000,4500000,0.0765210802155034
730,7000000,10000000,0.8562547435974813
731,4500000,7000000,-1.3942262322348005
732,2500000,3000000,-0.3599779023950911
733,7000000,8000000,-0.3977561188860014
734,6500000,9000000,0.7837163556347491
735,1500000,4500000,-0.28523779739135646
736,2000000,2500000,-0.5252961577583879
737,2000000,2500000,-0.5252961577583879
738,3500000,5500000,-0.9497491222955677
739,1000000,2500000,-0.16853311115051295
740,5500000,8000000,-0.7585800744289147
741,4000000,5500000,-1.5355401182079182
742,5000000,8000000,-0.5234983808943877
743,5500000,7000000,-0.9862404422172534
744,2500000,5000000,-0.49312636034945667
745,5000000,6000000,0.35509314120886876
746,6500000,7000000,-0.19176898062633382
747,6000000,8500000,-0.4344219330140993
748,5000000,7000000,-0.6419778315397369
749,1000000,1500000,-0.1335502831443196
750,4500000,5500000,-1.824404028013048
751,7000000,9000000,0.8941400939155036
752,6500000,9000000,0.7837163556347491
753,4000000,7000000,-1.3310026361651535
754,3500000,5000000,-1.1922925285964554
755,6000000,7500000,-1.4263216120731628
756,4500000,6000000,-1.1164645008117815
757,7000000,8000000,-0.3977561188860014
758,5000000,6500000,-0.8026192283154041
759,4500000,6500000,-1.6201101835293046
760,1000000,3500000,-0.02038482703635117
761,1500000,4500000,-0.28523779739135646
762,3000000,5000000,-0.6583379149754192
763,6000000,8000000,-1.2142465504442819
764,6000000,8500000,-0.4344219330140993
765,2000000,4500000,-0.3062035415484908
766,6500000,9000000,0.7837163556347491
767,1000000,3000000,-0.20601499991519814
768,3500000,4000000,0.46698038722330926
769,1000000,4000000,0.10242910222513311
770,5000000,8000000,-0.5234983808943877
771,4500000,5000000,-3.3852028837889647
772,3000000,5500000,-0.5540462701182554
773,6000000,7500000,-1.4263216120731628
774,7000000,9000000,0.8941400939155036
775,1000000,1500000,-0.1335502831443196
776,5500000,8000000,-0.7585800744289147
777,5500000,8500000,-0.29060648749588325
778,5000000,7000000,-0.6419778315397369
779,1500000,3500000,-0.175484645377539
780,6500000,9000000,0.7837163556347491
781,1000000,4000000,0.10242910222513311
782,3000000,5000000,-0.6583379149754192
783,6500000,9500000,0.7491884600871717
784,5500000,6000000,0.5267893990477353
785,2000000,3000000,-0.4670991270407804
786,4000000,5500000,-1.5355401182079182
787,2000000,4500000,-0.3062035415484908
788,2500000,5000000,-0.49312636034945667
789,4000000,6000000,-1.0775947746124823
790,1500000,3000000,-0.43635544770463963
791,6500000,8000000,-0.33272016779588753
792,2500000,3000000,-0.3599779023950911
793,5500000,7000000,-0.9862404422172534
794,1000000,2500000,-0.16853311115051295
795,3500000,5500000,-0.9497491222955677
796,1500000,2500000,-0.40286424735959336
797,5500000,7000000,-0.9862404422172534
798,2500000,5500000,-0.5590058615121102
799,7000000,8500000,0.4528010628948807
800,6500000,7000000,-0.19176898062633382
801,2000000,2500000,-0.5252961577583879
802,3000000,5000000,-0.6583379149754192
803,2000000,4000000,-0.05831256868767101
804,1000000,2000000,-0.07132700984268094
805,3000000,4000000,0.3969786746660265
806,6000000,9000000,0.023624020955894273
807,6500000,7000000,-0.19176898062633382
808,6500000,8500000,0.34297682467220414
809,1500000,4500000,-0.28523779739135646
810,4500000,7000000,-1.3942262322348005
811,4000000,6000000,-1.0775947746124823
812,6000000,6500000,-3.293050174244369
813,1000000,2500000,-0.16853311115051295
814,2500000,3000000,-0.3599779023950911
815,4000000,5000000,-2.1635841604424875
816,3500000,5000000,-1.1922925285964554
817,3500000,4500000,-0.19739558204442437
818,4500000,5000000,-3.3852028837889647
819,5500000,6000000,0.5267893990477353
820,1500000,3500000,-0.175484645377539
821,6500000,9500000,0.7491884600871717
822,7000000,9000000,0.8941400939155036
823,6000000,9000000,0.023624020955894273
824,5500000,7500000,-0.8222700959313061
825,5500000,7500000,-0.8222700959313061
826,4000000,6000000,-1.0775947746124823
827,7000000,9500000,0.839353601518725
828,4000000,5000000,-2.1635841604424875
829,4500000,5500000,-1.824404028013048
830,1000000,4000000,0.10242910222513311
831,6500000,9500000,0.7491884600871717
832,4500000,6500000,-1.6201101835293046
833,3500000,6000000,-0.6728409309045189
834,6000000,8000000,-1.2142465504442819
835,6500000,8500000,0.34297682467220414
836,4000000,7000000,-1.3310026361651535
837,5000000,5500000,-0.05139054672679126
838,1000000,4000000,0.10242910222513311
839,5000000,7000000,-0.6419778315397369
840,1500000,3000000,-0.43635544770463963
841,5000000,5500000,-0.05139054672679126
842,5000000,7000000,-0.6419778315397369
843,2000000,4500000,-0.3062035415484908
844,2000000,4000000,-0.05831256868767101
845,4500000,6000000,-1.1164645008117815
846,3500000,4500000,-0.19739558204442437
847,5500000,6000000,0.5267893990477353
848,6500000,9500000,0.7491884600871717
849,2000000,3500000,-0.15423718809569378
850,2500000,3500000,-0.0008127855728310539
851,6000000,6500000,-3.293050174244369
852,7000000,9000000,0.8941400939155036
853,1000000,4000000,0.10242910222513311
854,4500000,5000000,-3.3852028837889647
855,1500000,4500000,-0.28523779739135646
856,4000000,5000000,-2.1635841604424875
857,2000000,3000000,-0.4670991270407804
858,2500000,4000000,0.14276957151457584
859,2500000,3500000,-0.0008127855728310539
860,1000000,2500000,-0.16853311115051295
861,3000000,6000000,-0.38413624852634864
862,2500000,4000000,0.14276957151457584
863,3000000,6000000,-0.38413624852634864
864,4500000,7000000,-1.3942262322348005
865,7000000,8000000,-0.3977561188860014
866,6000000,8500000,-0.4344219330140993
867,7000000,9500000,0.839353601518725
868,2000000,2500000,-0.5252961577583879
869,4000000,6500000,-1.5213279554585992
870,4000000,6500000,-1.5213279554585992
871,1000000,3500000,-0.02038482703635117
872,3000000,4500000,0.0765210802155034
873,7000000,9000000,0.8941400939155036
874,4500000,5500000,-1.824404028013048
875,6500000,9000000,0.7837163556347491
876,5000000,7000000,-0.6419778315397369
877,1500000,3500000,-0.175484645377539
878,2000000,5000000,-0.6107587412728354
879,4500000,6500000,-1.6201101835293046
880,7000000,7500000,-0.4335438185332113
881,2500000,5500000,-0.5590058615121102
882,5500000,6000000,0.5267893990477353
883,2000000,3000000,-0.4670991270407804
884,4500000,7000000,-1.3942262322348005
885,5000000,6500000,-0.8026192283154041
886,3000000,4000000,0.3969786746660265
887,5500000,8000000,-0.7585800744289147
888,5500000,8500000,-0.29060648749588325
889,1500000,2500000,-0.40286424735959336
890,2500000,3500000,-0.0008127855728310539
891,1000000,4000000,0.10242910222513311
892,2500000,5500000,-0.5590058615121102
893,2500000,5500000,-0.5590058615121102
894,4000000,5500000,-1.5355401182079182
895,2000000,4000000,-0.05831256868767101
896,3000000,3500000,0.36523103358588255
897,6500000,9500000,0.7491884600871717
898,3000000,5500000,-0.5540462701182554
899,5000000,5500000,-0.05139054672679126
900,5000000,6500000,-0.8026192283154041
901,2000000,4000000,-0.05831256868767101
902,3500000,6000000,-0.6728409309045189
903,7000000,8500000,0.4528010628948807
904,6000000,8000000,-1.2142465504442819
905,2000000,3500000,-0.15423718809569378
906,2500000,4000000,0.14276957151457584
907,2500000,3000000,-0.3599779023950911
908,5500000,8000000,-0.7585800744289147
909,7000000,9500000,0.839353601518725
910,7000000,8500000,0.4528010628948807
911,6500000,8500000,0.34297682467220414
912,3000000,4000000,0.3969786746660265
913,2000000,4000000,-0.05831256868767101
914,6500000,7000000,-0.19176898062633382
915,3000000,4000000,0.3969786746660265
916,6000000,9000000,0.023624020955894273
917,3500000,4500000,-0.19739558204442437
918,1500000,4500000,-0.28523779739135646
919,3500000,4500000,-0.19739558204442437
920,4000000,6500000,-1.5213279554585992
921,6500000,8500000,0.34297682467220414
922,5000000,5500000,-0.05139054672679126
923,7000000,8500000,0.4528010628948807
924,5000000,7000000,-0.6419778315397369
925,5000000,5500000,-0.05139054672679126
926,1500000,3000000,-0.43635544770463963
927,7000000,9000000,0.8941400939155036
928,2000000,2500000,-0.5252961577583879
929,3500000,6000000,-0.6728409309045189
930,3000000,3500000,0.36523103358588255
931,7000000,10000000,0.8562547435974813
932,2000000,4500000,-0.3062035415484908
933,1000000,2500000,-0.16853311115051295
934,5000000,6500000,-0.8026192283154041
935,7000000,8500000,0.4528010628948807
936,5000000,6500000,-0.8026192283154041
937,2000000,4000000,-0.05831256868767101
938,5500000,7500000,-0.8222700959313061
939,7000000,8500000,0.4528010628948807
940,3000000,5000000,-0.6583379149754192
941,1000000,2000000,-0.07132700984268094
942,3500000,6500000,-1.0635344593286489
943,3500000,5500000,-0.9497491222955677
944,4000000,6000000,-1.0775947746124823
945,3500000,5500000,-0.9497491222955677
946,7000000,8000000,-0.3977561188860014
947,3500000,5000000,-1.1922925285964554
948,5000000,6500000,-0.8026192283154041
949,4500000,5000000,-3.3852028837889647
950,2000000,3500000,-0.15423718809569378
951,1500000,4000000,-0.07222715216735924
952,1500000,4500000,-0.28523779739135646
953,1000000,1500000,-0.1335502831443196
954,4500000,5500000,-1.824404028013048
955,1500000,3500000,-0.175484645377539
956,2000000,4500000,-0.3062035415484908
957,2500000,5500000,-0.5590058615121102
958,1500000,3500000,-0.175484645377539
959,6000000,6500000,-3.293050174244369
960,3000000,6000000,-0.38413624852634864
961,7000000,7500000,-0.4335438185332113
962,1500000,4000000,-0.07222715216735924
963,1000000,3500000,-0.02038482703635117
964,6000000,7500000,-1.4263216120731628
965,4500000,5000000,-3.3852028837889647
966,6000000,7000000,-1.8881640151066674
967,3500000,6000000,-0.6728409309045189
968,3000000,5500000,-0.5540462701182554
969,4000000,4500000,-1.0814353844897255
970,3000000,6000000,-0.38413624852634864
971,6500000,9000000,0.7837163556347491
972,2000000,3000000,-0.4670991270407804
973,4000000,6500000,-1.5213279554585992
974,2000000,4000000,-0.05831256868767101
975,3500000,5000000,-1.1922925285964554
976,3000000,4000000,0.3969786746660265
977,2000000,3000000,-0.4670991270407804
978,5500000,7500000,-0.8222700959313061
979,2500000,4500000,-0.028659540943395866
980,3500000,6000000,-0.6728409309045189
981,4000000,6000000,-1.0775947746124823
982,1500000,3000000,-0.43635544770463963
983,5000000,6500000,-0.8026192283154041
984,4500000,5000000,-3.3852028837889647
985,7000000,9000000,0.8941400939155036
986,4000000,6000000,-1.0775947746124823
987,3000000,4000000,0.3969786746660265
988,6000000,7000000,-1.8881640151066674
989,4000000,5000000,-2.1635841604424875
990,7000000,10000000,0.8562547435974813
991,2000000,2500000,-0.5252961577583879
992,3000000,4000000,0.3969786746660265
993,6000000,8000000,-1.2142465504442819
994,1500000,2500000,-0.40286424735959336
995,3500000,4000000,0.46698038722330926
996,2000000,4000000,-0.05831256868767101
997,5500000,7500000,-0.8222700959313061
998,2500000,3500000,-0.0008127855728310539
999,4000000,7000000,-1.3310026361651535
