number,llb,lub,value
235,7000000,10000000,0.8562547435974813
236,5000000,6500000,-0.8026192283154041
237,4500000,7500000,-1.2395472072979357
238,3000000,5500000,-0.5540462701182554
239,4000000,5500000,-1.5355401182079182
240,2500000,4500000,-0.028659540943395866
241,7000000,8500000,0.4528010628948807
242,1500000,2000000,-0.2124103301651178
243,4500000,5000000,-3.3852028837889647
244,3000000,6000000,-0.38413624852634864
245,3500000,5500000,-0.9497491222955677
246,1000000,3500000,-0.02038482703635117
247,2500000,5500000,-0.5590058615121102
248,2000000,4500000,-0.3062035415484908
249,5500000,8000000,-0.7585800744289147
250,3000000,4000000,0.3969786746660265
251,4500000,5000000,-3.3852028837889647
252,6000000,8000000,-1.2142465504442819
253,5000000,7500000,-0.5463394970492301
254,6500000,9000000,0.7837163556347491
255,3000000,5000000,-0.6583379149754192
256,2500000,4000000,0.14276957151457584
257,4000000,6000000,-1.0775947746124823
258,3000000,4500000,0.0765210802155034
259,3000000,4000000,0.3969786746660265
260,1000000,2000000,-0.07132700984268094
261,5000000,7000000,-0.6419778315397369
262,4000000,6500000,-1.5213279554585992
263,1000000,1500000,-0.1335502831443196
264,2500000,5500000,-0.5590058615121102
265,1500000,4000000,-0.07222715216735924
266,6500000,9500000,0.7491884600871717
267,5000000,6500000,-0.8026192283154041
268,7000000,9500000,0.839353601518725
269,4000000,7000000,-1.3310026361651535
270,6500000,8000000,-0.33272016779588753
271,2500000,3500000,-0.0008127855728310539
272,5500000,7000000,-0.9862404422172534
273,7000000,9000000,0.8941400939155036
274,2000000,5000000,-0.6107587412728354
275,3500000,6000000,-0.6728409309045189
276,3000000,4500000,0.0765210802155034
277,5000000,6000000,0.35509314120886876
278,5500000,7500000,-0.8222700959313061
279,2500000,4000000,0.14276957151457584
280,5500000,6500000,-1.337431255511926
281,2000000,3000000,-0.4670991270407804
282,1000000,4000000,0.10242910222513311
283,4500000,5000000,-3.3852028837889647
284,4000000,7000000,-1.3310026361651535
285,7000000,9500000,0.839353601518725
286,1000000,3500000,-0.02038482703635117
287,3000000,4000000,0.3969786746660265
288,4500000,7000000,-1.3942262322348005
289,2000000,3500000,-0.15423718809569378
290,5500000,7500000,-0.8222700959313061
291,3000000,3500000,0.36523103358588255
292,2000000,4000000,-0.05831256868767101
293,7000000,7500000,-0.4335438185332113
294,5000000,7500000,-0.5463394970492301
295,2000000,2500000,-0.5252961577583879
296,4000000,5500000,-1.5355401182079182
297,7000000,8000000,-0.3977561188860014
298,4000000,5500000,-1.5355401182079182
299,5000000,7500000,-0.5463394970492301
300,6000000,7500000,-1.4263216120731628
301,2000000,3500000,-0.15423718809569378
302,1000000,3000000,-0.20601499991519814
303,4000000,5500000,-1.5355401182079182
304,2500000,4000000,0.14276957151457584
305,2000000,4000000,-0.05831256868767101
306,3500000,5500000,-0.9497491222955677
307,6500000,9000000,0.7837163556347491
308,4500000,7500000,-1.2395472072979357
309,4000000,5000000,-2.1635841604424875
310,5500000,7500000,-0.8222700959313061
311,2500000,3000000,-0.3599779023950911
312,4500000,7000000,-1.3942262322348005
313,3000000,5000000,-0.6583379149754192
314,5500000,7000000,-0.9862404422172534
315,5000000,7500000,-0.5463394970492301
316,3500000,4000000,0.46698038722330926
317,3000000,4500000,0.0765210802155034
318,6500000,9500000,0.7491884600871717
319,1500000,4000000,-0.07222715216735924
320,1500000,2500000,-0.40286424735959336
321,2000000,3000000,-0.4670991270407804
322,5000000,6000000,0.35509314120886876
323,5000000,7500000,-0.5463394970492301
324,2000000,4000000,-0.05831256868767101
325,3500000,4000000,0.46698038722330926
326,6500000,9500000,0.7491884600871717
327,2500000,3000000,-0.3599779023950911
328,5500000,6000000,0.5267893990477353
329,2000000,4500000,-0.3062035415484908
330,4500000,6500000,-1.6201101835293046
331,6000000,8500000,-0.4344219330140993
332,5000000,6000000,0.35509314120886876
333,1000000,2000000,-0.07132700984268094
334,4000000,7000000,-1.3310026361651535
335,4500000,6500000,-1.6201101835293046
336,3500000,6000000,-0.6728409309045189
337,4000000,6500000,-1.5213279554585992
338,3000000,6000000,-0.38413624852634864
339,4500000,6500000,-1.6201101835293046
340,6000000,7500000,-1.4263216120731628
341,2000000,3000000,-0.4670991270407804
342,2500000,5000000,-0.49312636034945667
343,4000000,4500000,-1.0814353844897255
344,5500000,7000000,-0.9862404422172534
345,6500000,8000000,-0.33272016779588753
346,3500000,4000000,0.46698038722330926
347,3000000,5000000,-0.6583379149754192
348,2000000,4500000,-0.3062035415484908
349,3000000,4500000,0.0765210802155034
350,2500000,4500000,-0.028659540943395866
351,6000000,7500000,-1.4263216120731628
352,4500000,7500000,-1.2395472072979357
353,1500000,4500000,-0.28523779739135646
354,1000000,4000000,0.10242910222513311
355,6000000,9000000,0.023624020955894273
356,6000000,6500000,-3.293050174244369
357,3000000,3500000,0.36523103358588255
358,2500000,5000000,-0.49312636034945667
359,4000000,6000000,-1.0775947746124823
360,7000000,10000000,0.8562547435974813
361,2000000,3500000,-0.15423718809569378
362,4500000,7500000,-1.2395472072979357
363,6000000,6500000,-3.293050174244369
364,2500000,4000000,0.14276957151457584
365,4500000,6500000,-1.6201101835293046
366,7000000,9500000,0.839353601518725
367,2000000,4000000,-0.05831256868767101
368,6000000,8500000,-0.4344219330140993
369,6500000,7500000,-0.3124196541055061
370,6500000,9000000,0.7837163556347491
371,2500000,4500000,-0.028659540943395866
372,6500000,9500000,0.7491884600871717
373,2000000,3500000,-0.15423718809569378
374,2500000,5000000,-0.49312636034945667
375,3500000,4000000,0.46698038722330926
376,2500000,3500000,-0.0008127855728310539
377,3500000,6000000,-0.6728409309045189
378,2000000,5000000,-0.6107587412728354
379,2000000,5000000,-0.6107587412728354
380,4500000,6500000,-1.6201101835293046
381,2500000,5000000,-0.49312636034945667
382,2000000,3000000,-0.4670991270407804
383,4500000,5500000,-1.824404028013048
384,6500000,8500000,0.34297682467220414
385,2000000,4500000,-0.3062035415484908
386,3500000,4500000,-0.19739558204442437
387,1500000,3000000,-0.43635544770463963
388,5000000,6500000,-0.8026192283154041
389,4000000,6500000,-1.5213279554585992
390,4000000,6000000,-1.0775947746124823
391,2000000,2500000,-0.5252961577583879
392,1500000,2000000,-0.2124103301651178
393,2000000,5000000,-0.6107587412728354
394,4000000,6500000,-1.5213279554585992
395,7000000,9500000,0.839353601518725
396,1500000,3500000,-0.175484645377539
397,5000000,8000000,-0.5234983808943877
398,6500000,7500000,-0.3124196541055061
399,3000000,5000000,-0.6583379149754192
400,1500000,2000000,-0.2124103301651178
401,3000000,4000000,0.3969786746660265
402,1000000,2000000,-0.07132700984268094
403,3500000,5000000,-1.1922925285964554
404,5000000,6000000,0.35509314120886876
405,5500000,7500000,-0.8222700959313061
406,5000000,6000000,0.35509314120886876
407,2000000,5000000,-0.6107587412728354
408,1000000,3000000,-0.20601499991519814
409,3500000,4500000,-0.19739558204442437
410,1000000,2500000,-0.16853311115051295
411,2000000,5000000,-0.6107587412728354
412,6500000,9000000,0.7837163556347491
413,7000000,9000000,0.8941400939155036
414,3000000,5500000,-0.5540462701182554
415,6000000,8500000,-0.4344219330140993
416,1500000,3500000,-0.175484645377539
417,5500000,8500000,-0.29060648749588325
418,7000000,10000000,0.8562547435974813
419,2500000,4000000,0.14276957151457584
420,2000000,5000000,-0.6107587412728354
421,2000000,5000000,-0.6107587412728354
422,3500000,6500000,-1.0635344593286489
423,2500000,3500000,-0.0008127855728310539
424,3000000,5500000,-0.5540462701182554
425,3500000,4500000,-0.19739558204442437
426,7000000,8500000,0.4528010628948807
427,2000000,4500000,-0.3062035415484908
428,6000000,8000000,-1.2142465504442819
429,2000000,5000000,-0.6107587412728354
430,2000000,4000000,-0.05831256868767101
431,3500000,5000000,-1.1922925285964554
432,5500000,6500000,-1.337431255511926
433,1500000,2000000,-0.2124103301651178
434,6000000,6500000,-3.293050174244369
435,1500000,4500000,-0.28523779739135646
436,3500000,6500000,-1.0635344593286489
437,3500000,5000000,-1.1922925285964554
438,6000000,6500000,-3.293050174244369
439,3000000,5500000,-0.5540462701182554
440,5500000,8500000,-0.29060648749588325
441,1500000,2500000,-0.40286424735959336
442,4500000,7000000,-1.3942262322348005
443,1500000,3000000,-0.43635544770463963
444,7000000,7500000,-0.4335438185332113
445,6000000,7500000,-1.4263216120731628
446,5000000,8000000,-0.5234983808943877
447,3000000,5000000,-0.6583379149754192
448,4000000,7000000,-1.3310026361651535
449,3000000,3500000,0.36523103358588255
450,4500000,7500000,-1.2395472072979357
451,6000000,8000000,-1.2142465504442819
452,2000000,3000000,-0.4670991270407804
453,4000000,5500000,-1.5355401182079182
454,4000000,6500000,-1.5213279554585992
455,6500000,9000000,0.7837163556347491
456,7000000,9000000,0.8941400939155036
457,4000000,7000000,-1.3310026361651535
458,6500000,9500000,0.7491884600871717
459,1000000,3500000,-0.02038482703635117
460,1500000,4500000,-0.28523779739135646
461,2000000,3000000,-0.4670991270407804
462,3000000,3500000,0.36523103358588255
463,7000000,8000000,-0.3977561188860014
464,4500000,7000000,-1.3942262322348005
465,6500000,8000000,-0.33272016779588753
466,6000000,9000000,0.023624020955894273
467,4500000,7500000,-1.2395472072979357
468,5000000,7000000,-0.6419778315397369
469,4000000,6000000,-1.0775947746124823
470,7000000,8500000,0.4528010628948807
471,5000000,5500000,-0.05139054672679126
472,4500000,6500000,-1.6201101835293046
473,1000000,3500000,-0.02038482703635117
474,6000000,7500000,-1.4263216120731628
475,1500000,4000000,-0.07222715216735924
476,4000000,5000000,-2.1635841604424875
477,1500000,4000000,-0.07222715216735924
478,6000000,7500000,-1.4263216120731628
479,3500000,6000000,-0.6728409309045189
480,2500000,3500000,-0.0008127855728310539
481,1500000,3000000,-0.43635544770463963
482,3500000,5000000,-1.1922925285964554
483,5000000,6000000,0.35509314120886876
484,4500000,6500000,-1.6201101835293046
485,2000000,5000000,-0.6107587412728354
486,2000000,4000000,-0.05831256868767101
487,6000000,8500000,-0.4344219330140993
488,1000000,3000000,-0.20601499991519814
489,4500000,7500000,-1.2395472072979357
490,6500000,7500000,-0.3124196541055061
491,4000000,7000000,-1.3310026361651535
492,1000000,2500000,-0.16853311115051295
493,6500000,7500000,-0.3124196541055061
494,4000000,5000000,-2.1635841604424875
495,4500000,5000000,-3.3852028837889647
496,4500000,7000000,-1.3942262322348005
497,3500000,6500000,-1.0635344593286489
498,4500000,5500000,-1.824404028013048
499,5000000,6000000,0.35509314120886876
500,2500000,3500000,-0.0008127855728310539
501,1000000,2500000,-0.16853311115051295
502,7000000,9000000,0.8941400939155036
503,7000000,10000000,0.8562547435974813
504,3500000,6000000,-0.6728409309045189
505,7000000,9500000,0.839353601518725
506,5500000,6000000,0.5267893990477353
507,4500000,5000000,-3.3852028837889647
508,7000000,8500000,0.4528010628948807
509,2500000,5000000,-0.49312636034945667
510,1500000,4500000,-0.28523779739135646
511,2500000,3000000,-0.3599779023950911
512,7000000,8000000,-0.3977561188860014
513,3500000,5500000,-0.9497491222955677
514,5500000,8500000,-0.29060648749588325
515,5000000,7000000,-0.6419778315397369
516,3000000,6000000,-0.38413624852634864
517,3500000,5500000,-0.9497491222955677
518,3500000,6500000,-1.0635344593286489
519,3500000,6500000,-1.0635344593286489
520,5000000,6500000,-0.8026192283154041
521,5000000,6500000,-0.8026192283154041
522,1500000,2500000,-0.40286424735959336
523,6500000,9500000,0.7491884600871717
524,1000000,1500000,-0.1335502831443196
525,6500000,8000000,-0.33272016779588753
526,3500000,6500000,-1.0635344593286489
527,5500000,6000000,0.5267893990477353
528,1500000,4000000,-0.07222715216735924
529,4500000,7500000,-1.2395472072979357
530,2000000,5000000,-0.6107587412728354
531,5500000,8500000,-0.29060648749588325
532,3500000,4000000,0.46698038722330926
533,5000000,8000000,-0.5234983808943877
534,3500000,5500000,-0.9497491222955677
535,2500000,4500000,-0.028659540943395866
536,2000000,5000000,-0.6107587412728354
537,3500000,6500000,-1.0635344593286489
538,7000000,10000000,0.8562547435974813
539,5000000,8000000,-0.5234983808943877
540,3000000,4000000,0.3969786746660265
541,7000000,7500000,-0.4335438185332113
542,2000000,4000000,-0.05831256868767101
543,4500000,6000000,-1.1164645008117815
544,5000000,8000000,-0.5234983808943877
545,4500000,7500000,-1.2395472072979357
546,2000000,3500000,-0.15423718809569378
547,2000000,2500000,-0.5252961577583879
548,6500000,8000000,-0.33272016779588753
549,6000000,9000000,0.023624020955894273
550,6000000,8500000,-0.4344219330140993
551,4500000,7500000,-1.2395472072979357
552,7000000,10000000,0.8562547435974813
553,2500000,5500000,-0.5590058615121102
554,6000000,8000000,-1.2142465504442819
555,6500000,7000000,-0.19176898062633382
556,6500000,7000000,-0.19176898062633382
557,7000000,8500000,0.4528010628948807
558,6000000,7500000,-1.4263216120731628
559,5500000,7000000,-0.9862404422172534
560,2000000,3000000,-0.4670991270407804
561,1000000,4000000,0.10242910222513311
562,4500000,7000000,-1.3942262322348005
563,4000000,7000000,-1.3310026361651535
564,5000000,6500000,-0.8026192283154041
565,1000000,2000000,-0.07132700984268094
566,1500000,2000000,-0.2124103301651178
567,4500000,7000000,-1.3942262322348005
568,1500000,4000000,-0.07222715216735924
569,2500000,3500000,-0.0008127855728310539
570,5000000,6000000,0.35509314120886876
571,6500000,9000000,0.7837163556347491
572,4500000,5000000,-3.3852028837889647
573,5000000,6500000,-0.8026192283154041
574,1500000,3000000,-0.43635544770463963
575,3000000,6000000,-0.38413624852634864
576,5500000,6500000,-1.337431255511926
577,5500000,6500000,-1.337431255511926
578,6000000,8500000,-0.4344219330140993
579,4500000,7000000,-1.3942262322348005
580,7000000,7500000,-0.4335438185332113
581,6500000,9000000,0.7837163556347491
582,4000000,7000000,-1.3310026361651535
583,4500000,7000000,-1.3942262322348005
584,3000000,4500000,0.0765210802155034
585,6500000,7000000,-0.19176898062633382
586,3500000,6000000,-0.6728409309045189
587,1500000,3500000,-0.175484645377539
588,1000000,4000000,0.10242910222513311
589,4000000,6000000,-1.0775947746124823
590,1500000,3000000,-0.43635544770463963
591,3000000,5500000,-0.5540462701182554
592,7000000,9000000,0.8941400939155036
593,5500000,6000000,0.5267893990477353
594,5000000,7000000,-0.6419778315397369
595,5000000,7500000,-0.5463394970492301
596,4000000,6500000,-1.5213279554585992
597,6000000,7500000,-1.4263216120731628
598,3000000,4500000,0.0765210802155034
599,5500000,7500000,-0.8222700959313061
600,4000000,4500000,-1.0814353844897255
601,4000000,4500000,-1.0814353844897255
602,2000000,5000000,-0.6107587412728354
603,7000000,10000000,0.8562547435974813
604,5500000,6500000,-1.337431255511926
605,5500000,6000000,0.5267893990477353
606,1500000,2500000,-0.40286424735959336
607,3500000,6000000,-0.6728409309045189
608,3500000,4000000,0.46698038722330926
609,4500000,6500000,-1.6201101835293046
610,2000000,4000000,-0.05831256868767101
611,2500000,3000000,-0.3599779023950911
612,4500000,7000000,-1.3942262322348005
613,2000000,4000000,-0.05831256868767101
614,3500000,6000000,-0.6728409309045189
615,5000000,8000000,-0.5234983808943877
616,1000000,4000000,0.10242910222513311
617,2500000,3500000,-0.0008127855728310539
618,7000000,8500000,0.4528010628948807
619,4000000,6500000,-1.5213279554585992
620,7000000,9000000,0.8941400939155036
621,1500000,2500000,-0.40286424735959336
622,4000000,7000000,-1.3310026361651535
623,7000000,9000000,0.8941400939155036
624,5500000,8500000,-0.29060648749588325
625,5000000,7000000,-0.6419778315397369
626,2500000,3500000,-0.0008127855728310539
627,5500000,8500000,-0.29060648749588325
628,1500000,2500000,-0.40286424735959336
629,6000000,8500000,-0.4344219330140993
630,6500000,7500000,-0.3124196541055061
631,3000000,5500000,-0.5540462701182554
632,3000000,3500000,0.36523103358588255
633,6500000,9500000,0.7491884600871717
634,2000000,3000000,-0.4670991270407804
635,2500000,3000000,-0.3599779023950911
636,5500000,7000000,-0.9862404422172534
637,6000000,8000000,-1.2142465504442819
638,7000000,7500000,-0.4335438185332113
639,1500000,2000000,-0.2124103301651178
640,2000000,4500000,-0.3062035415484908
641,2000000,2500000,-0.5252961577583879
642,3000000,4500000,0.0765210802155034
643,3500000,5000000,-1.1922925285964554
644,5500000,8500000,-0.29060648749588325
645,3000000,3500000,0.36523103358588255
646,1500000,3000000,-0.43635544770463963
647,1000000,3000000,-0.20601499991519814
648,4000000,7000000,-1.3310026361651535
649,2000000,4000000,-0.05831256868767101
650,7000000,9000000,0.8941400939155036
651,5000000,6000000,0.35509314120886876
652,6000000,8500000,-0.4344219330140993
653,2000000,3500000,-0.15423718809569378
654,6500000,8000000,-0.33272016779588753
655,4000000,7000000,-1.3310026361651535
656,1500000,2000000,-0.2124103301651178
657,4000000,5000000,-2.1635841604424875
658,2000000,5000000,-0.6107587412728354
659,1500000,4500000,-0.28523779739135646
660,1500000,3000000,-0.43635544770463963
661,2000000,2500000,-0.5252961577583879
662,2000000,3000000,-0.4670991270407804
663,2500000,3000000,-0.3599779023950911
664,4500000,5500000,-1.824404028013048
665,7000000,7500000,-0.4335438185332113
666,5000000,6500000,-0.8026192283154041
667,3000000,4000000,0.3969786746660265
668,1000000,2500000,-0.16853311115051295
669,7000000,7500000,-0.4335438185332113
670,3500000,5000000,-1.1922925285964554
671,4500000,5500000,-1.824404028013048
672,1000000,2500000,-0.16853311115051295
673,7000000,8000000,-0.3977561188860014
674,3500000,6500000,-1.0635344593286489
675,4500000,6000000,-1.1164645008117815
676,3000000,4000000,0.3969786746660265
677,3500000,4500000,-0.19739558204442437
678,3500000,5000000,-1.1922925285964554
679,1000000,4000000,0.10242910222513311
680,6500000,7000000,-0.19176898062633382
681,2000000,5000000,-0.6107587412728354
682,2000000,3000000,-0.4670991270407804
683,7000000,8000000,-0.3977561188860014
684,1500000,2000000,-0.2124103301651178
685,3000000,6000000,-0.38413624852634864
686,1500000,2000000,-0.2124103301651178
687,1500000,2500000,-0.40286424735959336
688,2500000,4500000,-0.028659540943395866
689,3000000,6000000,-0.38413624852634864
690,5000000,6000000,0.35509314120886876
691,5500000,8500000,-0.29060648749588325
692,2000000,3500000,-0.15423718809569378
693,2500000,5000000,-0.49312636034945667
694,4000000,5500000,-1.5355401182079182
695,6000000,7000000,-1.8881640151066674
696,2500000,3500000,-0.0008127855728310539
697,5500000,7500000,-0.8222700959313061
698,5500000,8500000,-0.29060648749588325
699,1000000,3000000,-0.20601499991519814
700,6000000,9000000,0.023624020955894273
701,5500000,7000000,-0.9862404422172534
702,4000000,7000000,-1.3310026361651535
703,3500000,4000000,0.46698038722330926
704,6500000,8500000,0.34297682467220414
705,7000000,7500000,-0.4335438185332113
