date,tickersymbol
2018-05-03,VFG
2018-05-04,MCH
2018-05-04,VFG
2018-05-04,TBD
2018-05-07,VFG
2018-05-07,TBD
2018-05-08,VFG
2018-05-08,TBD
2018-05-09,VFG
2018-05-09,TBD
2018-05-10,VFG
2018-05-10,TBD
2018-05-11,VFG
2018-05-11,TBD
2018-05-14,VFG
2018-05-14,TBD
2018-05-15,VFG
2018-05-15,PMG
2018-05-15,TBD
2018-05-16,VFG
2018-05-16,PMG
2018-05-17,VFG
2018-05-18,VFG
2018-05-18,PVB
2018-05-21,VFG
2018-05-22,VFG
2018-05-23,VFG
2018-05-24,VFG
2018-05-25,VFG
2018-05-28,VFG
2018-05-30,VFG
2018-05-31,VFG
2018-06-06,FCM
2018-06-07,FCM
2018-06-07,TDC
2018-06-08,FCM
2018-06-08,TDC
2018-06-11,FCM
2018-06-12,FCM
2018-06-12,ITD
2018-06-13,FCM
2018-06-15,ITD
2018-06-15,FCM
2018-06-15,PMG
2018-06-18,FCM
2018-06-18,ITD
2018-06-19,FCM
2018-06-26,DNP
2018-06-27,DNP
2018-06-28,SJD
2018-06-28,DNP
2018-06-29,SJD
2018-07-02,SJD
2018-07-02,DNP
2018-07-03,SJD
2018-07-04,SJD
2018-07-04,DAH
2018-07-05,SJD
2018-07-05,DAH
2018-07-06,DAH
2018-07-09,DAH
2018-07-10,DAH
2018-07-10,SJD
2018-07-10,TVC
2018-07-11,DAH
2018-07-11,SJD
2018-07-11,TVC
2018-07-12,DAH
2018-07-12,SJD
2018-07-13,DAH
2018-07-13,SJD
2018-07-13,GKM
2018-07-16,GKM
2018-07-16,SJD
2018-07-16,DAH
2018-07-17,DAH
2018-07-17,GKM
2018-07-17,SJD
2018-07-18,DAH
2018-07-18,GKM
2018-07-18,SJD
2018-07-19,DAH
2018-07-19,SJD
2018-07-19,GKM
2018-07-20,SJD
2018-07-20,GKM
2018-07-20,DAH
2018-07-23,SJD
2018-07-23,DAH
2018-07-23,GKM
2018-07-24,SJD
2018-07-24,GKM
2018-07-24,DAH
2018-07-25,GKM
2018-07-25,DAH
2018-07-25,SJD
2018-07-26,DAH
2018-07-26,GKM
2018-07-26,VNG
2018-07-27,DAH
2018-07-27,GKM
2018-07-27,VNG
2018-07-30,DAH
2018-07-30,VNG
2018-07-30,GKM
2018-07-31,DAH
2018-07-31,GKM
2018-07-31,VNG
2018-08-01,VNG
2018-08-01,DGC
2018-08-02,DGC
2018-08-02,VNG
2018-08-02,ITA
2018-08-03,DGC
2018-08-03,VNG
2018-08-03,ITA
2018-08-06,DGC
2018-08-06,VNG
2018-08-06,ITA
2018-08-07,DGC
2018-08-07,VSC
2018-08-08,DGC
2018-08-09,DGC
2018-08-09,VSC
2018-08-10,VSC
2018-08-13,DGC
2018-08-13,VSC
2018-08-14,DGC
2018-08-14,VSC
2018-08-15,DGC
2018-08-15,VSC
2018-08-16,DGC
2018-08-16,VSC
2018-08-17,NNC
2018-08-17,DGC
2018-08-17,VSC
2018-08-20,NNC
2018-08-20,DGC
2018-08-20,VSC
2018-08-21,DGC
2018-08-21,NNC
2018-08-21,CSV
2018-08-22,DGC
2018-08-22,NNC
2018-08-22,CSV
2018-08-23,DGC
2018-08-23,AMV
2018-08-23,THI
