date,tickersymbol
2019-01-02,MCH
2019-02-18,HT1
2019-02-19,HT1
2019-02-19,VSC
2019-02-20,DPR
2019-02-20,HT1
2019-02-21,DPR
2019-02-21,HT1
2019-02-22,DPR
2019-02-25,DPR
2019-02-25,GEG
2019-02-26,DPR
2019-02-27,DPR
2019-02-28,DPR
2019-03-01,DPR
2019-03-04,DPR
2019-03-05,DPR
2019-03-06,DPR
2019-03-07,DPR
2019-03-08,DPR
2019-03-18,HVH
2019-03-19,HVH
2019-03-20,HVH
2019-03-21,DPG
2019-03-21,HVH
2019-03-22,HVH
2019-03-25,HVH
2019-03-26,HVH
2019-03-27,HVH
2019-03-29,GVR
2019-04-02,HVH
2019-04-03,HVH
2019-04-04,HVH
2019-04-05,HVH
2019-04-08,HVH
2019-04-09,HVH
2019-04-10,HVH
2019-04-11,HVH
2019-04-16,HVH
2019-04-17,HVH
2019-04-18,HVH
2019-04-19,HVH
2019-04-22,HVH
2019-04-23,HVH
2019-04-24,HVH
2019-04-25,HVH
2019-04-26,HVH
2019-04-26,DPG
2019-05-02,HVH
2019-05-03,HVH
2019-05-06,HVH
2019-05-08,TDM
2019-05-30,SZC
2019-06-11,TDM
2019-06-12,TDM
2019-06-12,CMG
2019-06-13,TDM
2019-06-14,TDM
2019-06-24,CMG
2019-06-25,CMG
2019-06-26,CMG
2019-07-18,CMG
2019-07-19,CMG
2019-07-22,CMG
2019-07-22,HVH
2019-07-23,CMG
2019-07-24,CMG
2019-07-29,CMG
2019-07-30,CMG
2019-08-09,HAH
2019-08-12,HAH
2019-08-13,HAH
2019-08-13,AST
2019-08-14,AST
2019-08-15,AST
2019-08-22,AST
2019-08-23,AST
2019-08-26,AST
2019-09-05,DVP
2019-09-06,DVP
2019-10-24,AST
2019-10-25,AST
2019-10-28,AST
2019-10-29,AST
2019-10-30,AST
2019-10-31,AST
2019-11-04,VPG
2019-11-05,VPG
2019-11-05,NHH
2019-11-06,VPG
2019-12-06,AMV
2019-12-06,DPR
2019-12-09,AMV
2019-12-09,DPR
2019-12-10,AMV
2019-12-10,DPR
2019-12-11,DPR
2019-12-12,DPR
2020-01-02,GAB
2020-04-21,LIX
2020-04-22,LIX
2020-04-23,LIX
2020-04-24,LIX
2020-04-29,LIX
2020-05-04,LIX
2020-05-05,LIX
2020-05-07,DGC
2020-05-08,DGC
2020-05-11,DGC
2020-05-12,DGC
2020-05-12,VSC
2020-05-13,DGC
2020-05-13,VSC
2020-05-14,DGC
2020-05-14,VSC
2020-05-15,VSC
2020-05-18,VSC
2020-05-27,VSC
2020-05-28,VSC
2020-05-29,SCS
2020-06-01,SCS
2020-06-02,SCS
2020-06-05,SCS
2020-06-09,TDM
2020-06-10,TDM
2020-06-10,GIL
2020-06-11,TDM
2020-06-11,GIL
2020-06-12,SCS
2020-06-16,SCS
2020-06-17,SCS
2020-06-17,LIX
2020-06-18,SCS
