date,tickersymbol
2020-11-18,MCH
2020-11-19,IDC
2020-11-20,IDC
2020-11-23,IDC
2020-11-24,IDC
2020-11-24,TDM
2020-11-24,DTD
2020-11-25,TDM
2020-11-25,DTD
2020-11-26,DTD
2020-11-26,TDM
2020-11-26,DRI
2020-11-27,DTD
2020-11-27,DRI
2020-11-30,DTD
2020-12-01,DTD
2020-12-01,DXP
2020-12-02,DTD
2020-12-03,DTD
2020-12-04,DTD
2020-12-07,DTD
2020-12-08,DTD
2020-12-09,DTD
2020-12-09,MSH
2020-12-10,DTD
2020-12-10,MSH
2020-12-11,DTD
2020-12-14,MSH
2020-12-14,DTD
2020-12-15,MSH
2020-12-16,MSH
2020-12-17,MSH
2020-12-18,MSH
2020-12-18,SCS
2020-12-21,MSH
2020-12-21,SCS
2020-12-22,MSH
2020-12-22,SCS
2020-12-23,DRI
2020-12-23,SCS
2020-12-23,MSH
2020-12-24,SCS
2020-12-25,MSH
2020-12-28,SKG
2020-12-28,MSH
2020-12-29,SKG
2020-12-30,MCH
2020-12-31,DTD
2020-12-31,SCS
2021-01-04,DTD
2021-01-06,VIP
2021-01-06,MSH
2021-01-06,PVP
2021-01-07,MSH
2021-01-07,VIP
2021-01-08,MSH
2021-01-08,VIP
2021-01-08,PVP
2021-01-11,PVP
2021-01-11,VIP
2021-01-11,MSH
2021-01-12,MSH
2021-01-13,MSH
2021-01-14,VIP
2021-01-14,MSH
2021-01-15,VIP
2021-01-15,MSH
2021-01-18,MCH
2021-01-18,VIP
2021-01-18,MSH
2021-01-19,MCH
2021-01-19,MSH
2021-01-20,MCH
2021-01-22,MSH
2021-01-25,MSH
2021-01-26,SCS
2021-01-27,SCS
2021-01-28,SGP
2021-02-09,NHA
2021-02-18,RAL
2021-02-19,SGP
2021-02-22,RAL
2021-02-23,RAL
2021-02-24,RAL
2021-02-25,RAL
2021-02-26,RAL
2021-03-02,VSC
2021-03-03,VSC
2021-03-10,SGP
2021-03-11,SGP
2021-03-11,LIX
2021-03-12,SGP
2021-03-15,SGP
2021-03-15,DDV
2021-03-16,SGP
2021-03-17,TSC
2021-04-02,IBC
2021-04-05,IBC
2021-04-13,FOC
2021-04-15,RAL
2021-04-16,RAL
2021-04-19,RAL
2021-04-19,SGP
2021-04-20,RAL
2021-04-22,RAL
2021-04-23,RAL
2021-04-26,RAL
2021-04-27,RAL
2021-05-11,NAF
2021-06-01,TCL
2021-07-14,ITD
2021-07-28,VSC
2021-07-29,VSC
2021-07-30,VSC
2021-08-02,VSC
2021-08-06,CMG
2021-08-10,DVP
2021-08-12,SWC
2021-08-12,DAH
2021-08-13,SWC
2021-08-31,SRA
2021-09-01,MCH
2021-09-07,CLX
2021-09-08,CLX
2021-09-22,CAG
2021-09-27,ASP
2021-09-29,PGC
2021-09-30,PGC
2021-10-01,PGC
2021-10-08,SJD
2021-10-18,CMG
2021-10-19,CMG
2021-11-02,GHC
2021-11-03,GHC
2021-11-15,IBC
2021-11-16,IBC
2021-11-18,CMG
2021-11-18,IBC
2021-11-19,CMG
2021-11-22,CMG
2021-11-23,CMG
