date,tickersymbol
2018-03-09,SCS
2018-03-09,MCH
2018-03-12,SCS
2018-03-12,MCH
2018-03-13,SCS
2018-03-13,MCH
2018-03-14,SCS
2018-03-14,MCH
2018-03-15,MCH
2018-03-15,SCS
2018-03-16,SCS
2018-03-16,MCH
2018-03-16,NVT
2018-03-19,SCS
2018-03-19,MCH
2018-03-19,NVT
2018-03-20,MCH
2018-03-20,SCS
2018-03-20,NVT
2018-03-21,SCS
2018-03-21,NVT
2018-03-22,MCH
2018-03-22,NVT
2018-03-22,SCS
2018-03-23,NVT
2018-03-23,SCS
2018-03-23,MCH
2018-03-26,NVT
2018-03-26,SCS
2018-03-26,MCH
2018-03-27,HLD
2018-03-27,MCH
2018-03-27,SCS
2018-03-28,MCH
2018-03-28,NVT
2018-03-29,SCS
2018-03-29,HLD
2018-03-29,MCH
2018-03-30,SCS
2018-03-30,HLD
2018-03-30,MCH
2018-04-02,SCS
2018-04-02,HLD
2018-04-02,MCH
2018-04-03,MCH
2018-04-03,HLD
2018-04-04,MCH
2018-04-04,HLD
2018-04-05,HLD
2018-04-05,MCH
2018-04-06,SCS
2018-04-06,HLD
2018-04-06,MCH
2018-04-09,DS3
2018-04-09,HLD
2018-04-09,MCH
2018-04-10,DS3
2018-04-10,HLD
2018-04-10,MCH
2018-04-11,DS3
2018-04-11,MCH
2018-04-11,HLD
2018-04-12,DS3
2018-04-12,MCH
2018-04-12,HLD
2018-04-13,MCH
2018-04-13,HLD
2018-04-16,MCH
2018-04-16,HLD
2018-04-17,MCH
2018-04-17,HLD
2018-04-18,MCH
2018-04-18,HLD
2018-04-19,SCS
2018-04-19,MCH
2018-04-19,HLD
2018-04-20,MCH
2018-04-20,SCS
2018-04-20,HLD
2018-04-23,MCH
2018-04-23,HLD
2018-04-23,SCS
2018-04-24,MCH
2018-04-24,HLD
2018-04-24,SCS
2018-04-26,MCH
2018-04-26,HLD
2018-04-26,SCS
2018-04-27,MCH
2018-05-03,MCH
2018-05-04,MCH
2018-05-15,PMG
2018-05-16,PMG
2018-06-12,ITD
2018-06-15,ITD
2018-06-15,PMG
2018-06-18,ITD
2018-06-28,SJD
2018-06-29,SJD
2018-07-02,SJD
2018-07-03,SJD
2018-07-04,SJD
2018-07-04,DAH
2018-07-05,SJD
2018-07-05,DAH
2018-07-06,DAH
2018-07-09,DAH
2018-07-10,DAH
2018-07-10,SJD
2018-07-11,DAH
2018-07-11,SJD
2018-07-12,DAH
2018-07-12,SJD
2018-07-13,DAH
2018-07-13,SJD
2018-07-16,SJD
2018-07-16,DAH
2018-07-17,DAH
2018-07-17,SJD
2018-07-18,DAH
2018-07-18,SJD
2018-07-19,DAH
2018-07-19,SJD
2018-07-20,SJD
2018-07-20,DAH
2018-07-23,SJD
2018-07-23,DAH
2018-07-24,SJD
2018-07-24,DAH
2018-07-25,DAH
2018-07-25,SJD
2018-07-25,VNG
2018-07-26,DAH
2018-07-26,VNG
2018-07-27,DAH
2018-07-27,VNG
2018-07-30,DAH
2018-07-30,VNG
2018-07-31,DAH
2018-07-31,VNG
2018-08-01,VNG
2018-08-01,DGC
2018-08-02,DGC
2018-08-02,VNG
2018-08-02,SJD
2018-08-03,DGC
2018-08-03,VNG
2018-08-03,SJD
2018-08-06,DGC
2018-08-06,VNG
2018-08-06,SJD
2018-08-07,DGC
2018-08-07,VSC
2018-08-08,DGC
2018-08-09,DGC
2018-08-09,VSC
2018-08-10,VSC
2018-08-13,DGC
2018-08-13,VSC
2018-08-14,DGC
2018-08-14,VSC
2018-08-15,DGC
2018-08-15,VSC
2018-08-16,DGC
2018-08-16,VSC
2018-08-17,DGC
2018-08-17,VSC
2018-08-17,CSV
2018-08-20,DGC
2018-08-20,VSC
2018-08-20,CSV
2018-08-21,DGC
2018-08-21,CSV
2018-08-22,DGC
2018-08-22,CSV
2018-08-23,DGC
2018-08-23,CSV
2018-08-24,CSV
2018-08-24,DGC
2018-08-27,DGC
2018-08-27,CSV
2018-08-28,VNS
2018-08-28,DGC
2018-08-28,CMG
2018-08-29,DGC
2018-08-29,VNS
2018-08-29,CMG
2018-08-30,DGC
2018-08-30,VNS
2018-08-30,CMG
2018-08-31,VNS
2018-09-07,DGC
2018-09-10,DGC
2018-09-11,DGC
2018-09-12,DGC
2018-09-12,VNS
2018-09-12,CMG
2018-09-13,DGC
2018-09-13,VNS
2018-09-13,HT1
2018-09-14,DGC
2018-09-14,VNS
2018-09-14,C32
2018-09-17,DGC
2018-09-17,VNS
2018-09-17,C32
2018-09-18,VNS
2018-09-18,C32
2018-09-19,VNS
2018-09-19,C32
2018-09-20,C32
2018-09-20,VNS
2018-09-21,VNS
2018-09-21,C32
2018-09-24,DGC
2018-09-24,VNS
2018-09-24,LIX
2018-09-25,DGC
2018-09-25,LIX
2018-09-25,VNS
2018-09-26,LIX
2018-09-26,DGC
2018-09-26,C32
2018-09-27,C32
2018-09-27,PPC
2018-09-27,VNS
2018-09-28,C32
2018-09-28,PPC
2018-09-28,APC
2018-10-01,C32
2018-10-01,PPC
2018-10-01,APC
2018-10-02,LIX
2018-10-02,C32
2018-10-02,PPC
2018-10-03,LIX
2018-10-03,APC
2018-10-03,C32
2018-10-04,APC
2018-10-04,PPC
2018-10-04,AST
2018-10-05,APC
2018-10-05,PPC
2018-10-05,AST
2018-10-08,APC
2018-10-08,AST
2018-10-08,CSV
2018-10-09,APC
2018-10-09,LIX
2018-10-10,APC
2018-10-10,LIX
2018-10-11,LIX
2018-10-11,HAH
2018-10-11,AST
2018-10-12,LIX
2018-10-12,APC
2018-10-15,LIX
2018-10-15,APC
2018-10-16,LIX
2018-10-16,APC
2018-10-17,LIX
2018-10-17,APC
2018-10-18,LIX
2018-10-18,YEG
2018-10-19,LIX
2018-10-19,YEG
2018-10-22,LIX
2018-10-22,YEG
2018-10-22,APC
2018-10-23,DGC
2018-10-23,YEG
2018-10-24,DGC
2018-10-24,YEG
2018-10-24,IBC
2018-10-25,YEG
2018-10-25,DGC
2018-10-26,YEG
2018-10-29,YEG
2018-10-30,YEG
2018-10-31,YEG
2018-11-01,YEG
2018-11-02,YEG
2018-11-05,YEG
2018-11-06,YEG
2018-11-07,YEG
2018-11-08,YEG
2018-11-09,YEG
2018-11-09,IBC
2018-11-12,YEG
2018-11-13,YEG
2018-11-13,IBC
2018-11-14,YEG
2018-11-14,IBC
2018-11-15,YEG
2018-11-15,IBC
2018-11-16,YEG
2018-11-16,IBC
2018-11-19,YEG
2018-11-20,GMC
2018-11-20,YEG
2018-11-21,YEG
2018-11-21,GMC
2018-11-22,GMC
2018-11-22,YEG
2018-11-23,YEG
2018-11-23,GMC
2018-11-26,GMC
2018-11-26,YEG
2018-11-27,GMC
2018-11-27,YEG
2018-11-30,GEG
2018-12-03,GEG
2018-12-04,GEG
2018-12-05,GEG
2018-12-06,GEG
2018-12-07,GEG
2018-12-10,MCH
2018-12-10,GEG
2018-12-11,GEG
2018-12-11,MCH
2018-12-12,GEG
2018-12-12,MCH
2018-12-13,GEG
2018-12-13,MCH
2018-12-14,GEG
2018-12-14,MCH
2018-12-17,MCH
2018-12-17,GEG
2018-12-18,MCH
2018-12-19,MCH
2018-12-20,MCH
2018-12-21,MCH
2018-12-24,MCH
2018-12-25,MCH
2018-12-26,MCH
2018-12-27,MCH
